opportunity_id,sales_agent,product,product_series,account,sector,account_revenue,account_employees,deal_stage,engage_date,engagement_age_days,account_tier,product_value_tier,engagement_age_band,crm_priority_score,priority_tier
848QSODT,Vicki Laflamme,GTX Basic,GTX,,,,,Engaging,2017-05-14,231,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
84LN84VM,Vicki Laflamme,MG Advanced,MG,,,,,Engaging,2017-02-17,317,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
854QZNWK,Violet Mclelland,MG Special,MG,,,,,Engaging,2017-11-01,60,Unassigned Account,Low Value,Recent (<= 90 days),60,Tier 2 — Medium Priority
86C26QSR,Markita Hansen,GTX Plus Pro,GTX,,,,,Engaging,2017-05-03,242,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
89P5UVQ0,Wilburn Farren,GTX Pro,GTX,,,,,Engaging,2017-05-14,231,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
8AJG1YLJ,Kary Hendrixson,GTX Basic,GTX,,,,,Engaging,2017-02-11,323,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
8AK3KGFA,Gladys Colclough,MG Advanced,MG,,,,,Engaging,2017-07-25,159,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
8BYEALF9,Vicki Laflamme,MG Special,MG,,,,,Engaging,2017-07-14,170,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8CBTC1PX,Marty Freudenburg,MG Advanced,MG,Streethex,retail,1376.8,1165.0,Engaging,2017-08-11,142,Mid-Market,Medium Value,Aging (91-180 days),75,Tier 1 — High Priority
8D8JOXP6,Cecily Lampkin,MG Special,MG,,,,,Engaging,2017-07-19,165,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8DDR4MUL,James Ascencio,MG Advanced,MG,,,,,Engaging,2017-09-08,114,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
8E0VRCLW,Anna Snelling,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
8FGW6RSX,Elease Gluck,MG Special,MG,,,,,Engaging,2017-08-14,139,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8G3HB5S6,James Ascencio,GTX Basic,GTX,,,,,Engaging,2017-05-29,216,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
8GE7FY98,Violet Mclelland,GTX Pro,GTX,,,,,Engaging,2017-03-22,284,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
8GNSME5U,Versie Hillebrand,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
8GV0BQTU,Kary Hendrixson,MG Advanced,MG,Xx-holding,finance,7537.24,20293.0,Engaging,2017-05-17,228,Enterprise,Medium Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
8I5ONXJX,Versie Hillebrand,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
8I84MV5A,Cassey Cress,GTX Basic,GTX,Zencorporation,technology,40.79,142.0,Engaging,2017-05-11,234,Commercial / Small,Low Value,Stalled / Critical (> 180 days),55,Tier 2 — Medium Priority
8IPMP8NT,Darcel Schlecht,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
8JH8YA79,Kami Bicknell,GTX Basic,GTX,,,,,Engaging,2017-07-14,170,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8JL58ECD,Darcel Schlecht,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
8LA72RM8,Maureen Marcano,MG Advanced,MG,Donware,marketing,1197.44,2570.0,Engaging,2017-09-17,105,Mid-Market,Medium Value,Aging (91-180 days),75,Tier 1 — High Priority
8LP076IV,Versie Hillebrand,MG Special,MG,,,,,Engaging,2017-08-02,151,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8LW65NDL,Violet Mclelland,GTX Plus Pro,GTX,,,,,Engaging,2017-01-10,355,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
8M2O0Q8V,Versie Hillebrand,MG Advanced,MG,Silis,medical,2818.38,6290.0,Prospecting,,0,Enterprise,Medium Value,Unengaged (Prospecting),60,Tier 2 — Medium Priority
8MUD1WS1,Cecily Lampkin,MG Advanced,MG,,,,,Engaging,2017-08-12,141,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
8NG46N94,Kami Bicknell,GTX Pro,GTX,,,,,Engaging,2017-09-10,112,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
8NI8O26G,Cecily Lampkin,MG Special,MG,Goodsilron,marketing,2952.73,5107.0,Prospecting,,0,Enterprise,Low Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
8NLGRTU5,Jonathan Berthelot,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
8O212QCV,Niesha Huffines,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
8O98HGMW,Moses Frase,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
8ODHXBNE,Rosalina Dieter,MG Special,MG,,,,,Engaging,2017-07-25,159,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8P3O8A9H,Vicki Laflamme,MG Special,MG,,,,,Engaging,2017-08-21,132,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8PLXH354,Rosalina Dieter,MG Special,MG,,,,,Engaging,2017-08-26,127,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8QDSXHQ8,Cecily Lampkin,GTX Basic,GTX,,,,,Engaging,2017-07-22,162,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8RQCHZ5O,Jonathan Berthelot,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
8SLDCS0F,Markita Hansen,MG Special,MG,,,,,Engaging,2017-10-11,81,Unassigned Account,Low Value,Recent (<= 90 days),60,Tier 2 — Medium Priority
8SVMGDPA,Maureen Marcano,GTX Plus Basic,GTX,Donquadtech,technology,1712.68,3194.0,Engaging,2017-05-09,236,Mid-Market,Medium Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
8TD2LLOF,Darcel Schlecht,MG Advanced,MG,,,,,Engaging,2017-07-26,158,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
8TFYRWZ6,Gladys Colclough,MG Advanced,MG,Mathtouch,marketing,3027.46,9516.0,Engaging,2017-07-22,162,Enterprise,Medium Value,Aging (91-180 days),85,Tier 1 — High Priority
8TLX2786,Niesha Huffines,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
8TRT2HNF,Markita Hansen,GTX Basic,GTX,Green-Plus,services,692.19,1922.0,Engaging,2017-04-03,272,Mid-Market,Low Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
8U9CA21G,Lajuana Vencill,GTX Plus Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
8V5OCDHN,Cassey Cress,GTX Basic,GTX,,,,,Engaging,2017-09-12,110,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
8WB5HXOB,Zane Levy,GTX Plus Pro,GTX,,,,,Engaging,2017-05-02,243,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
8XE8GGIW,Darcel Schlecht,GTX Pro,GTX,Donquadtech,technology,1712.68,3194.0,Prospecting,,0,Mid-Market,High Value,Unengaged (Prospecting),60,Tier 2 — Medium Priority
8XY5IA68,Rosie Papadopoulos,GTX Pro,GTX,Sonron,telecommunications,1699.85,5108.0,Engaging,2017-09-11,111,Enterprise,High Value,Aging (91-180 days),95,Tier 1 — High Priority
8Y3OMER4,Jonathan Berthelot,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
8Y4LJOJ0,Versie Hillebrand,GTX Plus Basic,GTX,,,,,Engaging,2017-07-24,160,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
8YIANRVX,Zane Levy,GTX Pro,GTX,,,,,Engaging,2017-01-29,336,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
8Z4ZMS9U,Violet Mclelland,MG Advanced,MG,,,,,Engaging,2017-05-19,226,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
90G292UY,Jonathan Berthelot,GTX Basic,GTX,,,,,Engaging,2017-07-20,164,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
90KRHC6T,Jonathan Berthelot,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
910NLQ80,Darcel Schlecht,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
92G1TO7L,Kary Hendrixson,GTX Basic,GTX,,,,,Engaging,2017-02-15,319,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
94DGJSLN,Jonathan Berthelot,GTX Plus Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
94ZZLWOH,Lajuana Vencill,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
95YT659K,Zane Levy,MG Special,MG,Groovestreet,retail,223.8,299.0,Engaging,2017-09-06,116,Commercial / Small,Low Value,Aging (91-180 days),60,Tier 2 — Medium Priority
961ED0B1,Corliss Cosme,GTX Plus Basic,GTX,,,,,Engaging,2017-06-19,195,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
96798U7Y,Rosie Papadopoulos,GTX Pro,GTX,,,,,Engaging,2017-06-20,194,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
97PFKCPG,James Ascencio,GTX Pro,GTX,,,,,Engaging,2017-03-26,280,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
97WEHB4X,Lajuana Vencill,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
988J5AUI,Hayden Neloms,GTX Plus Basic,GTX,,,,,Engaging,2017-08-10,143,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
98K99UW9,Rosie Papadopoulos,GTX Plus Pro,GTX,,,,,Engaging,2017-08-06,147,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
99EA6HXJ,Markita Hansen,GTX Basic,GTX,,,,,Engaging,2017-08-10,143,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
99YRLZM0,Darcel Schlecht,GTX Pro,GTX,Yearin,retail,2261.05,3851.0,Prospecting,,0,Mid-Market,High Value,Unengaged (Prospecting),60,Tier 2 — Medium Priority
9A4H9IAC,James Ascencio,GTX Plus Basic,GTX,,,,,Engaging,2017-03-07,299,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
9A9E1KPG,Elease Gluck,GTX Basic,GTX,Genco Pura Olive Oil Company,retail,894.33,1635.0,Engaging,2017-02-08,326,Mid-Market,Low Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
9AESK6QV,Vicki Laflamme,GTX Basic,GTX,,,,,Engaging,2017-08-07,146,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
9B20R6A5,Darcel Schlecht,GTX Pro,GTX,,,,,Engaging,2017-08-09,144,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
9B7FS6YL,Darcel Schlecht,GTX Pro,GTX,Konex,technology,7708.38,13756.0,Engaging,2017-07-27,157,Enterprise,High Value,Aging (91-180 days),95,Tier 1 — High Priority
9BM1CGBV,Cecily Lampkin,MG Special,MG,Sumace,retail,167.89,493.0,Prospecting,,0,Commercial / Small,Low Value,Unengaged (Prospecting),35,Tier 3 — Lower Priority
9C3YHNBY,Gladys Colclough,MG Advanced,MG,,,,,Engaging,2017-08-01,152,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
9CPUX0D0,Marty Freudenburg,GTX Pro,GTX,,,,,Engaging,2017-08-13,140,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
9CYYLZ11,Marty Freudenburg,GTX Basic,GTX,Stanredtax,finance,1698.2,3798.0,Prospecting,,0,Mid-Market,Low Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
9D43V124,Vicki Laflamme,MG Special,MG,Mathtouch,marketing,3027.46,9516.0,Engaging,2017-08-20,133,Enterprise,Low Value,Aging (91-180 days),75,Tier 1 — High Priority
9DY57A6F,Daniell Hammack,GTX Pro,GTX,,,,,Engaging,2017-09-13,109,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
9E8A7MQ8,Kary Hendrixson,GTX Plus Pro,GTX,Blackzim,retail,497.11,1588.0,Engaging,2017-02-26,308,Mid-Market,High Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
9F9NDO41,Cecily Lampkin,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
9FPDDSIJ,Cassey Cress,GTX Pro,GTX,,,,,Engaging,2017-03-22,284,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
9GYIYGHW,Violet Mclelland,MG Advanced,MG,,,,,Engaging,2017-06-06,208,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
9H2V1F1E,Moses Frase,MG Advanced,MG,Funholding,finance,2819.5,7227.0,Prospecting,,0,Enterprise,Medium Value,Unengaged (Prospecting),60,Tier 2 — Medium Priority
9HA8VBAP,Darcel Schlecht,MG Advanced,MG,Donquadtech,technology,1712.68,3194.0,Prospecting,,0,Mid-Market,Medium Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
9HFEMESD,Lajuana Vencill,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
9HRMW8SL,Daniell Hammack,MG Special,MG,,,,,Engaging,2017-02-19,315,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
9HYMQL4I,Zane Levy,GTX Basic,GTX,,,,,Engaging,2017-04-26,249,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
9IA34L8S,Vicki Laflamme,GTX Basic,GTX,,,,,Engaging,2016-12-29,367,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
9ILB20UV,Markita Hansen,MG Special,MG,,,,,Engaging,2017-04-05,270,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
9JTFD4FZ,Wilburn Farren,GTX Plus Pro,GTX,,,,,Engaging,2017-09-28,94,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
9L0WKMJ2,Darcel Schlecht,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
9M72KPA3,Kami Bicknell,GTX Plus Basic,GTX,Bluth Company,technology,1242.32,3027.0,Engaging,2017-07-29,155,Mid-Market,Medium Value,Aging (91-180 days),75,Tier 1 — High Priority
9MIWFW5J,Versie Hillebrand,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
9P180HVQ,Moses Frase,GTX Basic,GTX,Zencorporation,technology,40.79,142.0,Engaging,2017-08-05,148,Commercial / Small,Low Value,Aging (91-180 days),60,Tier 2 — Medium Priority
9P9ISECL,Anna Snelling,GTX Plus Pro,GTX,Sumace,retail,167.89,493.0,Prospecting,,0,Commercial / Small,High Value,Unengaged (Prospecting),55,Tier 2 — Medium Priority
9P9J2ANM,Gladys Colclough,GTX Plus Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
9PDR4X2R,Anna Snelling,GTX Plus Pro,GTX,Hatfan,services,792.46,1299.0,Prospecting,,0,Mid-Market,High Value,Unengaged (Prospecting),60,Tier 2 — Medium Priority
9Q7NSPTF,Cassey Cress,GTX Plus Pro,GTX,,,,,Engaging,2017-07-23,161,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
9R8AKL0D,Jonathan Berthelot,GTX Pro,GTX,Initech,telecommunications,6395.05,20275.0,Prospecting,,0,Enterprise,High Value,Unengaged (Prospecting),70,Tier 2 — Medium Priority
9RGWSKNU,Gladys Colclough,GTX Plus Pro,GTX,Kan-code,software,11698.03,34288.0,Prospecting,,0,Enterprise,High Value,Unengaged (Prospecting),70,Tier 2 — Medium Priority
9SLINQY5,Markita Hansen,MG Advanced,MG,Newex,services,1012.72,3492.0,Engaging,2017-02-21,313,Mid-Market,Medium Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
9SRD5NCR,Rosalina Dieter,GTK 500,GTK,,,,,Engaging,2017-07-27,157,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
9V2SW5MV,Marty Freudenburg,MG Advanced,MG,,,,,Engaging,2017-08-03,150,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
9W7PFSNX,Corliss Cosme,GTX Basic,GTX,,,,,Engaging,2017-01-31,334,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
9X2S0K15,Hayden Neloms,MG Advanced,MG,,,,,Engaging,2017-02-27,307,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
9Y85N0W5,Markita Hansen,MG Advanced,MG,,,,,Engaging,2017-03-22,284,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
9YLUGU6I,Marty Freudenburg,GTX Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
9Z2WTTNY,Darcel Schlecht,GTX Plus Basic,GTX,Statholdings,employment,291.27,586.0,Engaging,2017-07-28,156,Commercial / Small,Medium Value,Aging (91-180 days),70,Tier 2 — Medium Priority
A04V2WB3,Elease Gluck,GTK 500,GTK,,,,,Engaging,2017-08-03,150,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
A194RP0I,Rosalina Dieter,MG Advanced,MG,,,,,Engaging,2016-12-12,384,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
A1TDRYHZ,Rosie Papadopoulos,MG Advanced,MG,Rangreen,technology,2938.67,8775.0,Engaging,2017-03-18,288,Enterprise,Medium Value,Stalled / Critical (> 180 days),80,Tier 1 — High Priority
A2YIYWNW,Cassey Cress,MG Advanced,MG,,,,,Engaging,2017-08-01,152,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
A3T91VUM,Cecily Lampkin,MG Special,MG,,,,,Engaging,2017-07-21,163,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
A4JROIDO,Vicki Laflamme,MG Special,MG,,,,,Engaging,2017-01-19,346,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
A4M34F8C,Versie Hillebrand,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
A4TA5P1B,Darcel Schlecht,GTX Plus Pro,GTX,,,,,Prospecting,,0,Unassigned Account,High Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
A5DN7SE1,Versie Hillebrand,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
A5SCVK7E,Corliss Cosme,GTX Plus Pro,GTX,Goodsilron,marketing,2952.73,5107.0,Engaging,2017-09-01,121,Enterprise,High Value,Aging (91-180 days),95,Tier 1 — High Priority
A7OVC1WK,Corliss Cosme,GTX Plus Pro,GTX,,,,,Engaging,2017-09-19,103,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
A7SA2L21,Elease Gluck,GTK 500,GTK,,,,,Engaging,2017-01-30,335,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
A8NDGVJE,Darcel Schlecht,GTX Pro,GTX,,,,,Engaging,2017-08-06,147,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
A8NXNY0M,Darcel Schlecht,GTX Pro,GTX,Plusstrip,entertainment,349.81,315.0,Prospecting,,0,Commercial / Small,High Value,Unengaged (Prospecting),55,Tier 2 — Medium Priority
A8PVW8RI,Marty Freudenburg,MG Advanced,MG,Condax,medical,4.54,9.0,Prospecting,,0,Commercial / Small,Medium Value,Unengaged (Prospecting),45,Tier 3 — Lower Priority
A8QRKXG3,Vicki Laflamme,GTX Pro,GTX,,,,,Engaging,2017-06-25,189,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
A9DGDN56,Darcel Schlecht,GTX Pro,GTX,Zencorporation,technology,40.79,142.0,Prospecting,,0,Commercial / Small,High Value,Unengaged (Prospecting),55,Tier 2 — Medium Priority
A9TEJW6U,Versie Hillebrand,MG Special,MG,,,,,Engaging,2017-08-01,152,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
AAQ5H36J,Gladys Colclough,MG Advanced,MG,,,,,Prospecting,,0,Unassigned Account,Medium Value,Unengaged (Prospecting),40,Tier 3 — Lower Priority
ABT1TDH1,Moses Frase,GTX Basic,GTX,,,,,Engaging,2017-07-30,154,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
ACGLK2YE,Moses Frase,GTX Plus Basic,GTX,Treequote,telecommunications,5266.09,8595.0,Engaging,2017-08-05,148,Enterprise,Medium Value,Aging (91-180 days),85,Tier 1 — High Priority
AD2YEH7W,Marty Freudenburg,GTX Plus Pro,GTX,,,,,Engaging,2017-08-06,147,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
AE3YDLK3,Jonathan Berthelot,GTX Basic,GTX,Xx-zobam,entertainment,3838.39,8274.0,Prospecting,,0,Enterprise,Low Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
AERVH1AC,Niesha Huffines,GTX Plus Basic,GTX,,,,,Engaging,2017-07-20,164,Unassigned Account,Medium Value,Aging (91-180 days),65,Tier 2 — Medium Priority
AF7XJNED,Rosie Papadopoulos,GTX Plus Pro,GTX,,,,,Engaging,2017-03-16,290,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
AF8NG5JC,Cassey Cress,MG Special,MG,Betatech,medical,647.18,1185.0,Engaging,2017-02-08,326,Mid-Market,Low Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
AI76U58A,Maureen Marcano,GTX Basic,GTX,Treequote,telecommunications,5266.09,8595.0,Engaging,2016-12-25,371,Enterprise,Low Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
AILB4LIX,Darcel Schlecht,GTX Pro,GTX,,,,,Engaging,2017-08-14,139,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
AKMV6WN5,Elease Gluck,GTK 500,GTK,,,,,Engaging,2017-04-06,269,Unassigned Account,High Value,Stalled / Critical (> 180 days),70,Tier 2 — Medium Priority
AKTPC3M1,Kami Bicknell,GTX Basic,GTX,,,,,Engaging,2017-03-05,301,Unassigned Account,Low Value,Stalled / Critical (> 180 days),50,Tier 3 — Lower Priority
ALHQU8W8,Corliss Cosme,GTX Basic,GTX,Plexzap,retail,2437.85,4874.0,Engaging,2017-03-20,286,Mid-Market,Low Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
ALZNZ666,Boris Faz,MG Advanced,MG,Toughzap,retail,332.43,799.0,Engaging,2017-05-14,231,Commercial / Small,Medium Value,Stalled / Critical (> 180 days),65,Tier 2 — Medium Priority
AMNKCM1H,Elease Gluck,MG Special,MG,Betasoloin,medical,251.41,495.0,Engaging,2017-02-17,317,Commercial / Small,Low Value,Stalled / Critical (> 180 days),55,Tier 2 — Medium Priority
AMP2GT6F,Maureen Marcano,GTX Pro,GTX,,,,,Engaging,2017-08-14,139,Unassigned Account,High Value,Aging (91-180 days),75,Tier 1 — High Priority
ANRCHVJM,Violet Mclelland,MG Special,MG,Plusstrip,entertainment,349.81,315.0,Engaging,2017-04-15,260,Commercial / Small,Low Value,Stalled / Critical (> 180 days),55,Tier 2 — Medium Priority
AP74NF6M,Marty Freudenburg,MG Advanced,MG,Iselectrics,technology,527.11,1428.0,Prospecting,,0,Mid-Market,Medium Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
APIB681L,Darcel Schlecht,GTX Basic,GTX,,,,,Engaging,2017-07-25,159,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
APXWBOOT,Darcel Schlecht,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
AR33M33M,Hayden Neloms,GTX Plus Basic,GTX,,,,,Engaging,2017-07-01,183,Unassigned Account,Medium Value,Stalled / Critical (> 180 days),60,Tier 2 — Medium Priority
ARBTXSEH,Jonathan Berthelot,GTX Plus Basic,GTX,Globex Corporation,technology,1223.72,2497.0,Prospecting,,0,Mid-Market,Medium Value,Unengaged (Prospecting),50,Tier 3 — Lower Priority
ASDR6QEZ,Anna Snelling,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
ASZNII2J,Elease Gluck,MG Special,MG,,,,,Engaging,2017-09-01,121,Unassigned Account,Low Value,Aging (91-180 days),55,Tier 2 — Medium Priority
ATMWAQL5,Niesha Huffines,GTX Plus Basic,GTX,Gogozoom,telecommunications,86.68,187.0,Engaging,2017-08-03,150,Commercial / Small,Medium Value,Aging (91-180 days),70,Tier 2 — Medium Priority
ATOYVLLB,Gladys Colclough,GTX Basic,GTX,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
AV50UWVV,Versie Hillebrand,MG Special,MG,,,,,Prospecting,,0,Unassigned Account,Low Value,Unengaged (Prospecting),30,Tier 3 — Lower Priority
AV72Y65Y,Cecily Lampkin,MG Special,MG,Streethex,retail,1376.8,1165.0,Engaging,2017-08-06,147,Mid-Market,Low Value,Aging (91-180 days),65,Tier 2 — Medium Priority
